Id,# Confirmed_Cases,# Deaths,# Recovered,# Tested,Date,Lat,Long,Population,Province,Testing_Info
1838,0,,0.0,,2020-03-03,52.9399,-73.5491,8552362.0,Quebec,
1839,0,,0.0,,2020-03-04,52.9399,-73.5491,8552362.0,Quebec,
1840,1,,0.0,,2020-03-05,52.9399,-73.5491,8552362.0,Quebec,
1841,1,,0.0,,2020-03-06,52.9399,-73.5491,8552362.0,Quebec,
1842,0,,0.0,,2020-03-07,52.9399,-73.5491,8552362.0,Quebec,
1843,1,0.0,0.0,,2020-03-08,52.9399,-73.5491,8552362.0,Quebec,
1844,1,0.0,0.0,,2020-03-09,52.9399,-73.5491,8552362.0,Quebec,
1845,0,0.0,0.0,,2020-03-10,52.9399,-73.5491,8552362.0,Quebec,
1846,3,0.0,0.0,,2020-03-11,52.9399,-73.5491,8552362.0,Quebec,
1847,9,0.0,0.0,,2020-03-12,52.9399,-73.5491,8552362.0,Quebec,
1848,0,0.0,0.0,,2020-03-13,52.9399,-73.5491,8552362.0,Quebec,
1849,7,0.0,0.0,,2020-03-14,52.9399,-73.5491,8552362.0,Quebec,
1850,15,0.0,0.0,2309.0,2020-03-15,52.9399,-73.5491,8552362.0,Quebec,
1851,11,0.0,0.0,820.0,2020-03-16,52.9399,-73.5491,8552362.0,Quebec,
1852,24,0.0,0.0,1723.0,2020-03-17,52.9399,-73.5491,8552362.0,Quebec,
1853,20,1.0,1.0,455.0,2020-03-18,52.9399,-73.5491,8552362.0,Quebec,
1854,27,0.0,0.0,1145.0,2020-03-19,52.9399,-73.5491,8552362.0,Quebec,
1855,18,0.0,0.0,1353.0,2020-03-20,52.9399,-73.5491,8552362.0,Quebec,
1856,42,3.0,0.0,1618.0,2020-03-21,52.9399,-73.5491,8552362.0,Quebec,
1857,38,0.0,0.0,582.0,2020-03-22,52.9399,-73.5491,8552362.0,Quebec,
1858,409,0.0,0.0,1834.0,2020-03-23,52.9399,-73.5491,8552362.0,Quebec,
1859,412,0.0,0.0,1376.0,2020-03-24,52.9399,-73.5491,8552362.0,Quebec,
1860,299,2.0,0.0,14758.0,2020-03-25,52.9399,-73.5491,8552362.0,Quebec,
1861,290,2.0,0.0,5510.0,2020-03-26,52.9399,-73.5491,8552362.0,Quebec,
1862,392,10.0,28.0,873.0,2020-03-27,52.9399,-73.5491,8552362.0,Quebec,
1863,477,4.0,0.0,11731.0,2020-03-28,52.9399,-73.5491,8552362.0,Quebec,
1864,342,0.0,55.0,6117.0,2020-03-29,52.9399,-73.5491,8552362.0,Quebec,
1865,590,3.0,0.0,7511.0,2020-03-30,52.9399,-73.5491,8552362.0,Quebec,
1866,732,6.0,0.0,7825.0,2020-03-31,52.9399,-73.5491,8552362.0,Quebec,
1867,449,2.0,71.0,2171.0,2020-04-01,52.9399,-73.5491,8552362.0,Quebec,
1868,907,3.0,69.0,4831.0,2020-04-02,52.9399,-73.5491,8552362.0,Quebec,
1869,583,25.0,82.0,9028.0,2020-04-03,52.9399,-73.5491,8552362.0,Quebec,
1870,896,14.0,131.0,6657.0,2020-04-04,52.9399,-73.5491,8552362.0,Quebec,
1871,947,19.0,27.0,5728.0,2020-04-05,52.9399,-73.5491,8552362.0,Quebec,
1872,636,27.0,147.0,4158.0,2020-04-06,52.9399,-73.5491,8552362.0,Quebec,
1873,760,29.0,109.0,4413.0,2020-04-07,52.9399,-73.5491,8552362.0,Quebec,
1874,691,25.0,107.0,4744.0,2020-04-08,52.9399,-73.5491,8552362.0,Quebec,
1875,881,41.0,285.0,4095.0,2020-04-09,52.9399,-73.5491,8552362.0,Quebec,
1876,765,25.0,229.0,4852.0,2020-04-10,52.9399,-73.5491,8552362.0,Quebec,
1877,615,48.0,222.0,4898.0,2020-04-11,52.9399,-73.5491,8552362.0,Quebec,
1878,554,39.0,182.0,3656.0,2020-04-12,52.9399,-73.5491,8552362.0,Quebec,
1879,711,32.0,237.0,4799.0,2020-04-13,52.9399,-73.5491,8552362.0,Quebec,
1880,691,75.0,164.0,5881.0,2020-04-14,52.9399,-73.5491,8552362.0,Quebec,
1881,612,52.0,345.0,5723.0,2020-04-15,52.9399,-73.5491,8552362.0,Quebec,
1882,997,122.0,350.0,5397.0,2020-04-16,52.9399,-73.5491,8552362.0,Quebec,
1883,941,79.0,227.0,5151.0,2020-04-17,52.9399,-73.5491,8552362.0,Quebec,
1884,722,117.0,247.0,5048.0,2020-04-18,52.9399,-73.5491,8552362.0,Quebec,
1885,834,72.0,240.0,4778.0,2020-04-19,52.9399,-73.5491,8552362.0,Quebec,
1886,961,62.0,292.0,4253.0,2020-04-20,52.9399,-73.5491,8552362.0,Quebec,
1887,806,102.0,201.0,3719.0,2020-04-21,52.9399,-73.5491,8552362.0,Quebec,
1888,838,93.0,243.0,4528.0,2020-04-22,52.9399,-73.5491,8552362.0,Quebec,
1889,873,109.0,193.0,4785.0,2020-04-23,52.9399,-73.5491,8552362.0,Quebec,
1890,774,97.0,240.0,4799.0,2020-04-24,52.9399,-73.5491,8552362.0,Quebec,
1891,653,106.0,333.0,5133.0,2020-04-25,52.9399,-73.5491,8552362.0,Quebec,
1892,840,69.0,285.0,4812.0,2020-04-26,52.9399,-73.5491,8552362.0,Quebec,
1893,870,84.0,175.0,4595.0,2020-04-27,52.9399,-73.5491,8552362.0,Quebec,
1894,777,83.0,324.0,4300.0,2020-04-28,52.9399,-73.5491,8552362.0,Quebec,
1895,843,79.0,207.0,4507.0,2020-04-29,52.9399,-73.5491,8552362.0,Quebec,
1896,948,98.0,251.0,5068.0,2020-04-30,52.9399,-73.5491,8552362.0,Quebec,
1897,1110,163.0,401.0,5320.0,2020-05-01,52.9399,-73.5491,8552362.0,Quebec,
1898,1008,114.0,265.0,5464.0,2020-05-02,52.9399,-73.5491,8552362.0,Quebec,
1899,2203,69.0,293.0,6033.0,2020-05-03,52.9399,-73.5491,8552362.0,Quebec,
1900,759,75.0,320.0,4272.0,2020-05-04,52.9399,-73.5491,8552362.0,Quebec,
1901,795,118.0,345.0,4105.0,2020-05-05,52.9399,-73.5491,8552362.0,Quebec,
1902,910,112.0,361.0,11413.0,2020-05-06,52.9399,-73.5491,8552362.0,Quebec,
1903,915,121.0,389.0,9140.0,2020-05-07,52.9399,-73.5491,8552362.0,Quebec,
1904,913,94.0,255.0,6650.0,2020-05-08,52.9399,-73.5491,8552362.0,Quebec,
1905,836,61.0,340.0,10343.0,2020-05-09,52.9399,-73.5491,8552362.0,Quebec,
1906,735,142.0,258.0,1602.0,2020-05-10,52.9399,-73.5491,8552362.0,Quebec,
1907,748,85.0,177.0,5850.0,2020-05-11,52.9399,-73.5491,8552362.0,Quebec,
1908,756,118.0,353.0,6649.0,2020-05-12,52.9399,-73.5491,8552362.0,Quebec,
1909,705,89.0,414.0,5640.0,2020-05-13,52.9399,-73.5491,8552362.0,Quebec,
1910,793,131.0,359.0,6401.0,2020-05-14,52.9399,-73.5491,8552362.0,Quebec,
1911,697,50.0,210.0,7939.0,2020-05-15,52.9399,-73.5491,8552362.0,Quebec,
1912,763,82.0,419.0,8604.0,2020-05-16,52.9399,-73.5491,8552362.0,Quebec,
1913,735,79.0,296.0,8310.0,2020-05-17,52.9399,-73.5491,8552362.0,Quebec,
1914,709,34.0,291.0,7450.0,2020-05-18,52.9399,-73.5491,8552362.0,Quebec,
1915,570,51.0,452.0,5870.0,2020-05-19,52.9399,-73.5491,8552362.0,Quebec,
1916,578,71.0,325.0,5582.0,2020-05-20,52.9399,-73.5491,8552362.0,Quebec,
1917,720,82.0,505.0,7488.0,2020-05-21,52.9399,-73.5491,8552362.0,Quebec,
1918,645,65.0,492.0,7456.0,2020-05-22,52.9399,-73.5491,8552362.0,Quebec,
1919,698,75.0,225.0,9192.0,2020-05-23,52.9399,-73.5491,8552362.0,Quebec,
1920,573,44.0,287.0,9241.0,2020-05-24,52.9399,-73.5491,8552362.0,Quebec,
1921,573,85.0,323.0,9557.0,2020-05-25,52.9399,-73.5491,8552362.0,Quebec,
1922,614,70.0,345.0,6157.0,2020-05-26,52.9399,-73.5491,8552362.0,Quebec,
1923,539,89.0,320.0,6284.0,2020-05-27,52.9399,-73.5491,8552362.0,Quebec,
1924,564,74.0,299.0,7076.0,2020-05-28,52.9399,-73.5491,8552362.0,Quebec,
1925,529,61.0,290.0,8661.0,2020-05-29,52.9399,-73.5491,8552362.0,Quebec,
1926,419,76.0,162.0,11099.0,2020-05-30,52.9399,-73.5491,8552362.0,Quebec,
1927,410,202.0,276.0,7904.0,2020-05-31,52.9399,-73.5491,8552362.0,Quebec,
1928,294,20.0,251.0,7983.0,2020-06-01,52.9399,-73.5491,8552362.0,Quebec,
1929,237,52.0,206.0,5535.0,2020-06-02,52.9399,-73.5491,8552362.0,Quebec,
1930,292,81.0,295.0,6244.0,2020-06-03,52.9399,-73.5491,8552362.0,Quebec,
1931,259,91.0,238.0,6706.0,2020-06-04,52.9399,-73.5491,8552362.0,Quebec,
1932,255,50.0,428.0,7590.0,2020-06-05,52.9399,-73.5491,8552362.0,Quebec,
1933,227,35.0,648.0,6878.0,2020-06-06,52.9399,-73.5491,8552362.0,Quebec,
1934,225,8.0,302.0,7235.0,2020-06-07,52.9399,-73.5491,8552362.0,Quebec,
1935,198,6.0,280.0,4905.0,2020-06-08,52.9399,-73.5491,8552362.0,Quebec,
1936,139,45.0,367.0,3847.0,2020-06-09,52.9399,-73.5491,8552362.0,Quebec,
1937,156,52.0,480.0,4826.0,2020-06-10,52.9399,-73.5491,8552362.0,Quebec,
1938,144,24.0,458.0,5506.0,2020-06-11,52.9399,-73.5491,8552362.0,Quebec,
1939,181,43.0,524.0,5396.0,2020-06-12,52.9399,-73.5491,8552362.0,Quebec,
1940,158,47.0,458.0,5416.0,2020-06-13,52.9399,-73.5491,8552362.0,Quebec,
1941,128,27.0,461.0,6005.0,2020-06-14,52.9399,-73.5491,8552362.0,Quebec,
1942,101,20.0,471.0,4106.0,2020-06-15,52.9399,-73.5491,8552362.0,Quebec,
1943,93,27.0,137.0,3266.0,2020-06-16,52.9399,-73.5491,8552362.0,Quebec,
1944,117,29.0,199.0,4888.0,2020-06-17,52.9399,-73.5491,8552362.0,Quebec,
1945,120,42.0,205.0,5685.0,2020-06-18,52.9399,-73.5491,8552362.0,Quebec,
1946,167,35.0,218.0,6347.0,2020-06-19,52.9399,-73.5491,8552362.0,Quebec,
1947,124,33.0,229.0,6187.0,2020-06-20,52.9399,-73.5491,8552362.0,Quebec,
1948,91,9.0,121.0,84.0,2020-06-21,52.9399,-73.5491,8552362.0,Quebec,
1949,69,0.0,184.0,38.0,2020-06-22,52.9399,-73.5491,8552362.0,Quebec,
1950,49,7.0,114.0,12990.0,2020-06-23,52.9399,-73.5491,8552362.0,Quebec,
1951,54,17.0,90.0,4533.0,2020-06-24,52.9399,-73.5491,8552362.0,Quebec,
1952,142,7.0,76.0,4481.0,2020-06-25,52.9399,-73.5491,8552362.0,Quebec,
1953,0,0.0,0.0,5995.0,2020-06-26,52.9399,-73.5491,8552362.0,Quebec,
1954,0,0.0,0.0,5115.0,2020-06-27,52.9399,-73.5491,8552362.0,Quebec,
1955,0,0.0,0.0,79.0,2020-06-28,52.9399,-73.5491,8552362.0,Quebec,
1956,311,37.0,816.0,43.0,2020-06-29,52.9399,-73.5491,8552362.0,Quebec,
1957,68,18.0,196.0,15604.0,2020-06-30,52.9399,-73.5491,8552362.0,Quebec,
1958,66,24.0,151.0,4827.0,2020-07-01,52.9399,-73.5491,8552362.0,Quebec,
1959,69,14.0,85.0,5995.0,2020-07-02,52.9399,-73.5491,8552362.0,Quebec,
1960,89,19.0,124.0,5540.0,2020-07-03,52.9399,-73.5491,8552362.0,Quebec,
1961,102,6.0,122.0,5411.0,2020-07-04,52.9399,-73.5491,8552362.0,Quebec,
1962,79,8.0,66.0,75.0,2020-07-05,52.9399,-73.5491,8552362.0,Quebec,
1963,74,3.0,32.0,71.0,2020-07-06,52.9399,-73.5491,8552362.0,Quebec,
1964,60,13.0,80.0,22015.0,2020-07-07,52.9399,-73.5491,8552362.0,Quebec,
1965,82,13.0,76.0,4676.0,2020-07-08,52.9399,-73.5491,8552362.0,Quebec,
1966,137,6.0,82.0,7553.0,2020-07-09,52.9399,-73.5491,8552362.0,Quebec,
1967,100,3.0,59.0,7152.0,2020-07-10,52.9399,-73.5491,8552362.0,Quebec,
1968,91,8.0,98.0,8095.0,2020-07-11,52.9399,-73.5491,8552362.0,Quebec,
1969,114,7.0,89.0,111.0,2020-07-12,52.9399,-73.5491,8552362.0,Quebec,
1970,100,1.0,49.0,97.0,2020-07-13,52.9399,-73.5491,8552362.0,Quebec,
1971,109,5.0,114.0,20523.0,2020-07-14,52.9399,-73.5491,8552362.0,Quebec,
1972,129,3.0,72.0,7442.0,2020-07-15,52.9399,-73.5491,8552362.0,Quebec,
1973,142,10.0,156.0,9129.0,2020-07-16,52.9399,-73.5491,8552362.0,Quebec,
1974,141,1.0,23686.0,9902.0,2020-07-17,52.9399,-73.5491,8552362.0,Quebec,
1975,158,7.0,88.0,11082.0,2020-07-18,52.9399,-73.5491,8552362.0,Quebec,
1976,166,1.0,23.0,8427.0,2020-07-19,52.9399,-73.5491,8552362.0,Quebec,
1977,150,2.0,140.0,9506.0,2020-07-20,52.9399,-73.5491,8552362.0,Quebec,
1978,180,1.0,108.0,10406.0,2020-07-21,52.9399,-73.5491,8552362.0,Quebec,
1979,142,4.0,75.0,9443.0,2020-07-22,52.9399,-73.5491,8552362.0,Quebec,
1980,142,0.0,132.0,-31531.0,2020-07-23,52.9399,-73.5491,8552362.0,Quebec,Change in reported testing definition.
1981,163,1.0,110.0,10851.0,2020-07-24,52.9399,-73.5491,8552362.0,Quebec,
1982,171,3.0,88.0,10703.0,2020-07-25,52.9399,-73.5491,8552362.0,Quebec,
1983,169,1.0,109.0,10533.0,2020-07-26,52.9399,-73.5491,8552362.0,Quebec,
1984,145,0.0,74.0,9447.0,2020-07-27,52.9399,-73.5491,8552362.0,Quebec,
1985,169,3.0,0.0,8934.0,2020-07-28,52.9399,-73.5491,8552362.0,Quebec,
1986,176,0.0,0.0,9822.0,2020-07-29,52.9399,-73.5491,8552362.0,Quebec,
1987,58,3.0,0.0,10815.0,2020-07-30,52.9399,-73.5491,8552362.0,Quebec,
1988,181,1.0,0.0,12353.0,2020-07-31,52.9399,-73.5491,8552362.0,Quebec,
1989,146,4.0,0.0,11352.0,2020-08-01,52.9399,-73.5491,8552362.0,Quebec,
1990,141,3.0,0.0,10716.0,2020-08-02,52.9399,-73.5491,8552362.0,Quebec,
1991,123,2.0,0.0,8845.0,2020-08-03,52.9399,-73.5491,8552362.0,Quebec,
1992,123,2.0,0.0,7386.0,2020-08-04,52.9399,-73.5491,8552362.0,Quebec,
1993,155,2.0,0.0,10095.0,2020-08-05,52.9399,-73.5491,8552362.0,Quebec,
1994,133,0.0,0.0,11239.0,2020-08-06,52.9399,-73.5491,8552362.0,Quebec,
1995,108,0.0,0.0,9652.0,2020-08-07,52.9399,-73.5491,8552362.0,Quebec,
1996,126,5.0,0.0,6494.0,2020-08-08,52.9399,-73.5491,8552362.0,Quebec,
1997,104,3.0,0.0,13036.0,2020-08-09,52.9399,-73.5491,8552362.0,Quebec,
1998,156,1.0,2155.0,7769.0,2020-08-10,52.9399,-73.5491,8552362.0,Quebec,
1999,91,1.0,94.0,6031.0,2020-08-11,52.9399,-73.5491,8552362.0,Quebec,
2000,0,,0.0,,2020-02-12,,,,Repatriated,
2001,0,,0.0,,2020-02-13,,,,Repatriated,
2002,0,,0.0,,2020-02-14,,,,Repatriated,
2003,0,,0.0,,2020-02-15,,,,Repatriated,
2004,0,,0.0,,2020-02-16,,,,Repatriated,
2005,0,,0.0,,2020-02-17,,,,Repatriated,
2006,0,,0.0,,2020-02-18,,,,Repatriated,
2007,0,,0.0,,2020-02-19,,,,Repatriated,
2008,0,,0.0,,2020-02-20,,,,Repatriated,
2009,0,,0.0,,2020-02-21,,,,Repatriated,
2010,0,,0.0,,2020-02-22,,,,Repatriated,
2011,0,,0.0,,2020-02-23,,,,Repatriated,
2012,0,,0.0,,2020-02-24,,,,Repatriated,
2013,0,,0.0,,2020-02-25,,,,Repatriated,
2014,0,,0.0,,2020-02-26,,,,Repatriated,
2015,0,,0.0,,2020-02-27,,,,Repatriated,
2016,0,,0.0,,2020-02-28,,,,Repatriated,
2017,0,,0.0,,2020-02-29,,,,Repatriated,
2018,0,,0.0,,2020-03-01,,,,Repatriated,
2019,0,,0.0,,2020-03-02,,,,Repatriated,
2020,0,,0.0,,2020-03-03,,,,Repatriated,
2021,0,,0.0,,2020-03-04,,,,Repatriated,
2022,0,,0.0,,2020-03-05,,,,Repatriated,
2023,0,,0.0,,2020-03-06,,,,Repatriated,
2024,0,,0.0,,2020-03-07,,,,Repatriated,
2025,0,,0.0,,2020-03-08,,,,Repatriated,
2026,0,,0.0,,2020-03-09,,,,Repatriated,
2027,0,,0.0,,2020-03-10,,,,Repatriated,
2028,1,,0.0,,2020-03-11,,,,Repatriated,
2029,0,,0.0,,2020-03-12,,,,Repatriated,
2030,1,,0.0,,2020-03-13,,,,Repatriated,
2031,2,,0.0,,2020-03-14,,,,Repatriated,
2032,0,,0.0,,2020-03-15,,,,Repatriated,
2033,4,,0.0,,2020-03-16,,,,Repatriated,
2034,1,,0.0,,2020-03-17,,,,Repatriated,
2035,0,,0.0,,2020-03-18,,,,Repatriated,
2036,1,,0.0,,2020-03-19,,,,Repatriated,
2037,2,,0.0,,2020-03-20,,,,Repatriated,
2038,1,,0.0,,2020-03-21,,,,Repatriated,
2039,0,,0.0,,2020-03-22,,,,Repatriated,
2040,0,,0.0,,2020-03-23,,,,Repatriated,
2041,0,,0.0,,2020-03-24,,,,Repatriated,
2042,0,,1.0,,2020-03-25,,,,Repatriated,
2043,0,,0.0,,2020-03-26,,,,Repatriated,
2044,0,,1.0,,2020-03-27,,,,Repatriated,
2045,0,,2.0,,2020-03-28,,,,Repatriated,
2046,0,,0.0,,2020-03-29,,,,Repatriated,
2047,0,,4.0,,2020-03-30,,,,Repatriated,
2048,0,,1.0,,2020-03-31,,,,Repatriated,
2049,0,,0.0,,2020-04-01,,,,Repatriated,
2050,0,,1.0,,2020-04-02,,,,Repatriated,
2051,0,,2.0,,2020-04-03,,,,Repatriated,
2052,0,,1.0,,2020-04-04,,,,Repatriated,
2053,0,,0.0,,2020-04-05,,,,Repatriated,
2054,0,,0.0,,2020-04-06,,,,Repatriated,
2055,0,,0.0,,2020-04-07,,,,Repatriated,
2056,0,,0.0,,2020-04-08,,,,Repatriated,
2057,0,,0.0,,2020-04-09,,,,Repatriated,
2058,0,,0.0,,2020-04-10,,,,Repatriated,
2059,0,,0.0,,2020-04-11,,,,Repatriated,
2060,0,,0.0,,2020-04-12,,,,Repatriated,
2061,0,,0.0,,2020-04-13,,,,Repatriated,
2062,0,,0.0,,2020-04-14,,,,Repatriated,
2063,0,,0.0,,2020-04-15,,,,Repatriated,
2064,0,,0.0,,2020-04-16,,,,Repatriated,
2065,0,,0.0,,2020-04-17,,,,Repatriated,
2066,0,,0.0,,2020-04-18,,,,Repatriated,
2067,0,,0.0,,2020-04-19,,,,Repatriated,
2068,0,,0.0,,2020-04-20,,,,Repatriated,
2069,0,,0.0,,2020-04-21,,,,Repatriated,
2070,0,,0.0,,2020-04-22,,,,Repatriated,
2071,0,,0.0,,2020-04-23,,,,Repatriated,
2072,0,,0.0,,2020-04-24,,,,Repatriated,
2073,0,,0.0,,2020-04-25,,,,Repatriated,
2074,0,,0.0,,2020-04-26,,,,Repatriated,
2075,0,,0.0,,2020-04-27,,,,Repatriated,
2076,0,,0.0,,2020-04-28,,,,Repatriated,
2077,0,,0.0,,2020-04-29,,,,Repatriated,
2078,0,,0.0,,2020-04-30,,,,Repatriated,
2079,0,,0.0,,2020-05-01,,,,Repatriated,
2080,0,,0.0,,2020-05-02,,,,Repatriated,
2081,0,,0.0,,2020-05-03,,,,Repatriated,
2082,0,,0.0,,2020-05-04,,,,Repatriated,
2083,0,,0.0,,2020-05-05,,,,Repatriated,
2084,0,,0.0,,2020-05-06,,,,Repatriated,
2085,0,,0.0,,2020-05-07,,,,Repatriated,
2086,0,,0.0,,2020-05-08,,,,Repatriated,
2087,0,,0.0,,2020-05-09,,,,Repatriated,
2088,0,,0.0,,2020-05-10,,,,Repatriated,
2089,0,,0.0,,2020-05-11,,,,Repatriated,
2090,0,,0.0,,2020-05-12,,,,Repatriated,
2091,0,,0.0,,2020-05-13,,,,Repatriated,
2092,0,,0.0,,2020-05-14,,,,Repatriated,
2093,0,,0.0,,2020-05-15,,,,Repatriated,
2094,0,,0.0,,2020-05-16,,,,Repatriated,
2095,0,,0.0,,2020-05-17,,,,Repatriated,
2096,0,,0.0,,2020-05-18,,,,Repatriated,
2097,0,,0.0,,2020-05-19,,,,Repatriated,
2098,0,,0.0,,2020-05-20,,,,Repatriated,
2099,0,,0.0,,2020-05-21,,,,Repatriated,
2100,0,,0.0,,2020-05-22,,,,Repatriated,
2101,0,,0.0,,2020-05-23,,,,Repatriated,
2102,0,,0.0,,2020-05-24,,,,Repatriated,
2103,0,,0.0,,2020-05-25,,,,Repatriated,
2104,0,,0.0,,2020-05-26,,,,Repatriated,
2105,0,,0.0,,2020-05-27,,,,Repatriated,
2106,0,,0.0,,2020-05-28,,,,Repatriated,
2107,0,,0.0,,2020-05-29,,,,Repatriated,
2108,0,,0.0,,2020-05-30,,,,Repatriated,
2109,0,,0.0,,2020-05-31,,,,Repatriated,
2110,0,,0.0,,2020-06-01,,,,Repatriated,
2111,0,,0.0,,2020-06-02,,,,Repatriated,
2112,0,,0.0,,2020-06-03,,,,Repatriated,
2113,0,,0.0,,2020-06-04,,,,Repatriated,
2114,0,,0.0,,2020-06-05,,,,Repatriated,
2115,0,,0.0,,2020-06-06,,,,Repatriated,
2116,0,,0.0,,2020-06-07,,,,Repatriated,
2117,0,,0.0,,2020-06-08,,,,Repatriated,
2118,0,,0.0,,2020-06-09,,,,Repatriated,
2119,0,,0.0,,2020-06-10,,,,Repatriated,
2120,0,,0.0,,2020-06-11,,,,Repatriated,
2121,0,,0.0,,2020-06-12,,,,Repatriated,
2122,0,,0.0,,2020-06-13,,,,Repatriated,
2123,0,,0.0,,2020-06-14,,,,Repatriated,
2124,0,,0.0,,2020-06-15,,,,Repatriated,
2125,0,,0.0,,2020-06-16,,,,Repatriated,
2126,0,,0.0,,2020-06-17,,,,Repatriated,
2127,0,,0.0,,2020-06-18,,,,Repatriated,
2128,0,,0.0,,2020-06-19,,,,Repatriated,
2129,0,,0.0,,2020-06-20,,,,Repatriated,
2130,0,,0.0,,2020-06-21,,,,Repatriated,
2131,0,,0.0,,2020-06-22,,,,Repatriated,
2132,0,,0.0,,2020-06-23,,,,Repatriated,
2133,0,,0.0,,2020-06-24,,,,Repatriated,
2134,0,,0.0,,2020-06-25,,,,Repatriated,
2135,0,,0.0,,2020-06-26,,,,Repatriated,
2136,0,,0.0,,2020-06-27,,,,Repatriated,
2137,0,,0.0,,2020-06-28,,,,Repatriated,
2138,0,,0.0,,2020-06-29,,,,Repatriated,
2139,0,,0.0,,2020-06-30,,,,Repatriated,
2140,0,,0.0,,2020-07-01,,,,Repatriated,
2141,0,,0.0,,2020-07-02,,,,Repatriated,
2142,0,,0.0,,2020-07-03,,,,Repatriated,
2143,0,,0.0,,2020-07-04,,,,Repatriated,
2144,0,,0.0,,2020-07-05,,,,Repatriated,
2145,0,,0.0,,2020-07-06,,,,Repatriated,
2146,0,,0.0,,2020-07-07,,,,Repatriated,
2147,0,,0.0,,2020-07-08,,,,Repatriated,
2148,0,,0.0,,2020-07-09,,,,Repatriated,
2149,0,,0.0,,2020-07-10,,,,Repatriated,
2150,0,,0.0,,2020-07-11,,,,Repatriated,
2151,0,,0.0,,2020-07-12,,,,Repatriated,
2152,0,,0.0,,2020-07-13,,,,Repatriated,
2153,0,,0.0,,2020-07-14,,,,Repatriated,
2154,0,,0.0,,2020-07-15,,,,Repatriated,
2155,0,,0.0,,2020-07-16,,,,Repatriated,
2156,0,,0.0,,2020-07-17,,,,Repatriated,
2157,0,,0.0,,2020-07-18,,,,Repatriated,
2158,0,,0.0,,2020-07-19,,,,Repatriated,
2159,0,,0.0,,2020-07-20,,,,Repatriated,
2160,0,,0.0,,2020-07-21,,,,Repatriated,
2161,0,,0.0,,2020-07-22,,,,Repatriated,
2162,0,,0.0,,2020-07-23,,,,Repatriated,
2163,0,,0.0,,2020-07-24,,,,Repatriated,
2164,0,,0.0,,2020-07-25,,,,Repatriated,
2165,0,,0.0,,2020-07-26,,,,Repatriated,
2166,0,,0.0,,2020-07-27,,,,Repatriated,
2167,0,,0.0,,2020-07-28,,,,Repatriated,
2168,0,,0.0,,2020-07-29,,,,Repatriated,
2169,0,,0.0,,2020-07-30,,,,Repatriated,
2170,0,,0.0,,2020-07-31,,,,Repatriated,
2171,0,,0.0,,2020-08-01,,,,Repatriated,
2172,0,,0.0,,2020-08-02,,,,Repatriated,
2173,0,,0.0,,2020-08-03,,,,Repatriated,
2174,0,,0.0,,2020-08-04,,,,Repatriated,
2175,0,,0.0,,2020-08-05,,,,Repatriated,
2176,0,,0.0,,2020-08-06,,,,Repatriated,
2177,0,,0.0,,2020-08-07,,,,Repatriated,
2178,0,,0.0,,2020-08-08,,,,Repatriated,
2179,0,,0.0,,2020-08-09,,,,Repatriated,
2180,0,,0.0,,2020-08-10,,,,Repatriated,
2181,0,,0.0,,2020-08-11,,,,Repatriated,
2182,0,,0.0,,2020-02-12,52.9399,-106.4509,1181987.0,Saskatchewan,
2183,0,,0.0,,2020-02-13,52.9399,-106.4509,1181987.0,Saskatchewan,
2184,0,,0.0,,2020-02-14,52.9399,-106.4509,1181987.0,Saskatchewan,
2185,0,,0.0,,2020-02-15,52.9399,-106.4509,1181987.0,Saskatchewan,
2186,0,,0.0,,2020-02-16,52.9399,-106.4509,1181987.0,Saskatchewan,
2187,0,,0.0,,2020-02-17,52.9399,-106.4509,1181987.0,Saskatchewan,
2188,0,,0.0,,2020-02-18,52.9399,-106.4509,1181987.0,Saskatchewan,
2189,0,,0.0,,2020-02-19,52.9399,-106.4509,1181987.0,Saskatchewan,
2190,0,,0.0,,2020-02-20,52.9399,-106.4509,1181987.0,Saskatchewan,
2191,0,,0.0,,2020-02-21,52.9399,-106.4509,1181987.0,Saskatchewan,
2192,0,,0.0,,2020-02-22,52.9399,-106.4509,1181987.0,Saskatchewan,
2193,0,,0.0,,2020-02-23,52.9399,-106.4509,1181987.0,Saskatchewan,
2194,0,,0.0,,2020-02-24,52.9399,-106.4509,1181987.0,Saskatchewan,
2195,0,,0.0,,2020-02-25,52.9399,-106.4509,1181987.0,Saskatchewan,
2196,0,,0.0,,2020-02-26,52.9399,-106.4509,1181987.0,Saskatchewan,
2197,0,,0.0,,2020-02-27,52.9399,-106.4509,1181987.0,Saskatchewan,
2198,0,,0.0,,2020-02-28,52.9399,-106.4509,1181987.0,Saskatchewan,
2199,0,,0.0,,2020-02-29,52.9399,-106.4509,1181987.0,Saskatchewan,
2200,0,,0.0,,2020-03-01,52.9399,-106.4509,1181987.0,Saskatchewan,
2201,0,,0.0,,2020-03-02,52.9399,-106.4509,1181987.0,Saskatchewan,
2202,0,,0.0,,2020-03-03,52.9399,-106.4509,1181987.0,Saskatchewan,
2203,0,,0.0,,2020-03-04,52.9399,-106.4509,1181987.0,Saskatchewan,
2204,0,,0.0,,2020-03-05,52.9399,-106.4509,1181987.0,Saskatchewan,
2205,0,,0.0,,2020-03-06,52.9399,-106.4509,1181987.0,Saskatchewan,
2206,0,,0.0,,2020-03-07,52.9399,-106.4509,1181987.0,Saskatchewan,
